loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,default,loan_amnt_scaled,int_rate_scaled,installment_scaled,annual_inc_scaled,dti_scaled,delinq_2yrs_scaled,inq_last_6mths_scaled,open_acc_scaled,pub_rec_scaled,revol_bal_scaled,revol_util_scaled,total_acc_scaled
15000.0,5.85,455.31,44982.21,12.91,0.0,1.0,17.0,0.0,396.04,67.4,32.0,36.0,A,A4,1.0,RENT,Not Verified,debt_consolidation,0,-0.3937053314902134,-1.1403338038940793,-0.35417305054697407,-0.4375376621028467,-0.21076091706225725,-0.4192923652956382,0.06896493501291724,0.22611082593401022,-0.35695864876539996,-0.5933982616336505,1.3800554324614835,0.7213103765698214
25000.0,19.8,926.54,53866.56,8.67,0.0,1.0,2.0,0.0,16774.19,26.9,14.0,36.0,E,E2,7.0,MORTGAGE,Verified,major_purchase,1,0.6255964976106627,1.2983847963239519,1.1281065266481438,-0.2631704424466477,-0.6721166871407722,-0.4192923652956382,0.06896493501291724,-1.5539156194371209,-0.35695864876539996,0.5079057559499851,-0.6472883067362476,-1.041853584735046
25000.0,14.0,581.71,53038.18,6.15,0.0,0.0,28.0,1.0,9105.29,10.8,42.0,60.0,C,C2,1.0,MORTGAGE,Verified,home_improvement,0,0.6255964976106627,0.28443727795373097,0.04342501951958143,-0.2794285049294182,-0.9463187014327198,-0.4192923652956382,-0.8642547539304829,1.5314635525395064,2.079619158506955,-0.007768503990676181,-1.453220015404975,1.7008459106280813
5000.0,16.86,177.92,85559.8,9.01,0.0,1.0,21.0,1.0,5671.6,23.8,21.0,36.0,D,D2,9.0,RENT,Verified,debt_consolidation,0,-1.4130071605910897,0.7844182956328398,-1.2267183721906594,0.35885166842208593,-0.6351211772759857,-0.4192923652956382,0.06896493501291724,0.7007845446996451,2.079619158506955,-0.2386576210238426,-0.8024677040575552,-0.3561787108942643
10000.0,9.66,321.08,21601.16,16.12,3.0,1.0,28.0,0.0,5694.48,59.7,41.0,36.0,B,B5,8.0,MORTGAGE,Source Verified,debt_consolidation,1,-0.9033562460406516,-0.47427517544743425,-0.7764008111880638,-0.8964219565242248,0.13852022019058083,4.316690676447263,0.06896493501291724,1.5314635525395064,-0.35695864876539996,-0.23711911783988637,0.9946098326633963,1.6028923572222553
25000.0,27.6,1028.69,68150.26,16.49,0.0,0.0,15.0,0.0,2311.38,8.9,25.0,36.0,G,G3,10.0,MORTGAGE,Source Verified,debt_consolidation,0,0.6255964976106627,2.661969389994249,1.4494249036837346,0.017166223196111663,0.1787800397493189,-0.4192923652956382,-0.8642547539304829,-0.011226033448807243,-0.35695864876539996,-0.4646064483312543,-1.5483299686019056,0.03563550272903961
10000.0,16.76,355.33,33710.53,9.46,0.0,0.0,16.0,0.0,2881.35,36.0,29.0,36.0,E,E2,8.0,RENT,Source Verified,credit_card,0,-0.9033562460406516,0.7669364418678364,-0.6686655746391752,-0.6587594174878085,-0.5861565318667092,-0.4192923652956382,-0.8642547539304829,0.10744239624260149,-0.35695864876539996,-0.42628037054456014,-0.1917616887930537,0.4274497163523435
15000.0,13.32,507.72,40181.04,6.88,0.0,1.0,1.0,0.0,2139.36,35.6,6.0,36.0,D,D5,6.0,RENT,Source Verified,credit_card,0,-0.3937053314902134,0.16556067235170513,-0.18931454696953595,-0.5317670276722752,-0.8668871655465604,-0.4192923652956382,0.06896493501291724,-1.6725840491285295,-0.35695864876539996,-0.4761734639651773,-0.21178483683451269,-1.825482011981654
10000.0,5.39,301.46,40948.29,10.35,0.0,1.0,4.0,0.0,1803.11,41.7,8.0,36.0,A,A1,2.0,RENT,Verified,debt_consolidation,0,-0.9033562460406516,-1.220750331213097,-0.8381165875702301,-0.5167087229813053,-0.4893153442794739,-0.4192923652956382,0.06896493501291724,-1.3165787600543033,-0.35695864876539996,-0.49878367793394046,0.09356817079773819,-1.629574905170002
5000.0,12.2,166.55,48254.83,11.0,0.0,1.0,11.0,0.0,5865.03,22.5,25.0,36.0,C,C1,10.0,RENT,Verified,debt_consolidation,0,-1.4130071605910897,-0.03023608981633768,-1.2624833251705385,-0.3733081292286049,-0.41858863424385245,-0.4192923652956382,0.06896493501291724,-0.4858997522144422,-0.35695864876539996,-0.2256509483458416,-0.8675429351922973,0.03563550272903961
30000.0,6.37,917.7,76995.89,7.88,0.0,1.0,5.0,0.0,22863.2,23.5,22.0,36.0,A,A3,7.0,RENT,Source Verified,other,0,1.135247412161101,-1.0494281643160595,1.1002998261782995,0.19077351120339014,-0.7580768424148352,-0.4192923652956382,0.06896493501291724,-1.1979103303628946,-0.35695864876539996,0.9173446227393927,-0.8174850650886496,-0.25822515748843833
5000.0,5.53,151.05,52835.74,1.57,0.0,1.0,3.0,0.0,2885.22,38.5,21.0,36.0,A,A3,3.0,RENT,Source Verified,other,0,-1.4130071605910897,-1.1962757359420915,-1.3112394176233202,-0.28340165996576877,-1.4446699813760213,-0.4192923652956382,0.06896493501291724,-1.435247189745712,-0.35695864876539996,-0.42602014295181934,-0.0666170135339345,-0.3561787108942643
20000.0,16.87,711.76,104097.75,5.9,0.0,0.0,10.0,0.0,5585.6,33.6,19.0,36.0,D,D1,8.0,RENT,Verified,credit_card,0,0.11594558306022466,0.7861664810093405,0.4525043629701788,0.72268366509327,-0.973521282215651,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,-0.24444045641808387,-0.311900577041808,-0.5520858177059162
25000.0,14.13,583.39,112580.93,5.71,1.0,1.0,19.0,0.0,3971.05,18.0,23.0,60.0,D,D3,3.0,MORTGAGE,Source Verified,debt_consolidation,0,0.6255964976106627,0.30716368784823606,0.048709550830592446,0.8891773883755667,-0.994195243610679,1.159368648618662,0.06896493501291724,0.46344768531682773,-0.35695864876539996,-0.35300646671776115,-1.0928033506587118,-0.16027160408261235
5000.0,22.98,193.5,67247.66,8.77,0.0,2.0,25.0,0.0,3916.47,22.9,38.0,36.0,F,F1,1.0,MORTGAGE,Source Verified,credit_card,0,-1.4130071605910897,1.854307746051073,-1.1777106353897342,-0.0005485057893159389,-0.6612356548275997,-0.4192923652956382,1.0021846239563175,1.1754582634652802,-0.35695864876539996,-0.35667654992494363,-0.8475197871508382,1.3090316970047773
20000.0,6.99,617.45,87361.78,15.64,0.0,0.0,7.0,0.0,3528.51,41.5,7.0,36.0,B,B2,9.0,OWN,Verified,debt_consolidation,0,0.11594558306022466,-0.9410406709730359,0.15584713205264072,0.3942179295977574,0.08629126508735267,-0.4192923652956382,-0.8642547539304829,-0.9605734709800772,-0.35695864876539996,-0.3827638617801743,0.08355659677700852,-1.727528458575828
15000.0,9.58,481.06,223563.66,12.79,0.0,2.0,24.0,2.0,27449.64,58.6,29.0,36.0,B,B2,1.0,MORTGAGE,Verified,vacation,0,-0.3937053314902134,-0.48826065845943734,-0.2731750259883206,3.0673615053852106,-0.2238181558380644,-0.4192923652956382,1.0021846239563175,1.0567898337738715,4.51619696577931,1.225747268850601,0.9395461755493838,0.4274497163523435
30000.0,9.68,963.51,20144.16,6.08,0.0,0.0,1.0,0.0,4366.1,56.7,4.0,36.0,C,C5,4.0,MORTGAGE,Not Verified,home_improvement,0,1.135247412161101,-0.47077880469443356,1.2443976710339077,-0.925017525028289,-0.9539354240519405,-0.4192923652956382,-0.8642547539304829,-1.6725840491285295,-0.35695864876539996,-0.32644240715386563,0.8444362223524533,-2.021389118793306
30000.0,6.02,912.93,115069.95,7.31,0.0,2.0,29.0,0.0,13138.51,64.6,38.0,36.0,A,A1,1.0,MORTGAGE,Verified,debt_consolidation,0,1.135247412161101,-1.110614652493573,1.0852955319202495,0.9380277259994416,-0.8200987265999186,-0.4192923652956382,1.0021846239563175,1.650131982230915,-0.35695864876539996,0.2634343723902747,1.2398933961712695,1.3090316970047773
30000.0,4.0,885.72,159754.31,13.71,0.0,1.0,14.0,0.0,4623.04,45.7,15.0,36.0,A,A1,1.0,MORTGAGE,Verified,debt_consolidation,0,1.135247412161101,-1.4637480985466498,0.9997049980079794,1.815017895828036,-0.12371265855687699,-0.4192923652956382,0.06896493501291724,-0.12989446314021597,-0.35695864876539996,-0.30916517777948943,0.29379965121232887,-0.9439000313292202
15000.0,11.92,497.64,73391.96,4.83,2.0,0.0,15.0,0.0,32525.3,63.7,19.0,36.0,C,C1,6.0,RENT,Source Verified,credit_card,0,-0.3937053314902134,-0.07918528035834824,-0.22102173483560317,0.12004157764206443,-1.0899483279665971,2.7380296625329628,-0.8642547539304829,-0.011226033448807243,-0.35695864876539996,1.5670461792823993,1.194841313077987,-0.5520858177059162
30000.0,10.34,972.81,205424.13,22.39,0.0,0.0,6.0,0.0,20270.45,35.8,11.0,36.0,B,B4,2.0,MORTGAGE,Verified,credit_card,0,1.135247412161101,-0.3553985698454084,1.2736513265055767,2.711349032669682,0.820760946226498,-0.4192923652956382,-0.8642547539304829,-1.079241900671486,-0.35695864876539996,0.7430022219438223,-0.20177326281378336,-1.335714244952524
20000.0,12.84,672.34,187517.76,14.41,0.0,0.0,17.0,0.0,11836.48,51.2,35.0,36.0,C,C3,3.0,MORTGAGE,Verified,other,0,0.11594558306022466,0.0816477742796868,0.32850661042252377,2.359912635968159,-0.04754543236466941,-0.4192923652956382,-0.8642547539304829,0.22611082593401022,-0.35695864876539996,0.17588291694418207,0.5691179367823911,1.0151710367872995
15000.0,6.53,293.7,42790.7,44.07,0.0,0.0,22.0,0.0,10803.87,11.1,30.0,60.0,B,B5,1.0,RENT,Not Verified,debt_consolidation,0,-0.3937053314902134,-1.0214571982920535,-0.8625260893401389,-0.4805489691257305,3.1797687517223006,-0.4192923652956382,-0.8642547539304829,0.8194529743910539,-0.35695864876539996,0.106447874427351,-1.4382026543738806,0.5254032697581695
5000.0,18.49,181.99,45147.5,13.0,0.0,0.0,10.0,0.0,9820.99,39.9,20.0,36.0,E,E1,6.0,RENT,Verified,small_business,0,-1.4130071605910897,1.0693725120024016,-1.2139159659788643,-0.4342936253711811,-0.200967987980402,-0.4192923652956382,-0.8642547539304829,-0.6045681819058509,-0.35695864876539996,0.04035679009837581,0.0034640046111721707,-0.4541322643000903
5000.0,13.75,115.69,78544.85,12.17,0.0,3.0,1.0,0.0,2883.21,40.2,20.0,60.0,D,D3,5.0,RENT,Verified,credit_card,1,-1.4130071605910897,0.24073264354122148,-1.4224662195026985,0.22117391737364087,-0.2912805561797339,-0.4192923652956382,1.9354043128997176,-1.6725840491285295,-0.35695864876539996,-0.42615529991859163,0.018481365642266687,-0.4541322643000903
10000.0,6.46,306.31,35000.58,6.66,0.0,4.0,15.0,0.0,6444.26,24.4,16.0,36.0,B,B2,6.0,OTHER,Source Verified,debt_consolidation,0,-0.9033562460406516,-1.033694495927556,-0.822860648964037,-0.6334404654296973,-0.8908254366355399,-0.4192923652956382,2.8686240018431177,-0.011226033448807243,-0.35695864876539996,-0.1867022071201861,-0.7724329819953667,-0.8459464779233942
10000.0,19.68,370.01,361441.18,3.59,0.0,0.0,24.0,2.0,64599.55,62.7,39.0,36.0,E,E3,5.0,MORTGAGE,Verified,credit_card,0,-0.9033562460406516,1.2774065718059473,-0.6224888367548632,5.773391751322389,-1.2248731286499364,-0.4192923652956382,-0.8642547539304829,1.0567898337738715,4.51619696577931,3.723791622814296,1.1447834429743393,1.4069852504106033
35000.0,16.84,1245.06,94106.72,23.26,0.0,0.0,21.0,0.0,7919.48,5.6,38.0,36.0,D,D3,4.0,MORTGAGE,Verified,medical,1,1.644898326711539,0.7809219248798391,2.130028498781049,0.5265963742276835,0.915425927351099,-0.4192923652956382,-0.8642547539304829,0.7007845446996451,-0.35695864876539996,-0.08750506258190001,-1.7135209399439428,1.3090316970047773
40000.0,9.66,843.21,55970.31,15.54,0.0,1.0,17.0,0.0,2542.64,23.8,32.0,60.0,B,B5,9.0,RENT,Source Verified,debt_consolidation,0,2.154549241261977,-0.47427517544743425,0.8659874825132858,-0.22188154248753664,0.07541023277417999,-0.4192923652956382,0.06896493501291724,0.22611082593401022,-0.35695864876539996,-0.4490560005025074,-0.8024677040575552,0.7213103765698214
10000.0,9.9,322.2,20188.31,9.78,1.0,1.0,2.0,0.0,983.74,5.0,16.0,36.0,B,B4,9.0,MORTGAGE,Verified,debt_consolidation,0,-0.9033562460406516,-0.43231872641142505,-0.7728777903140563,-0.9241510223862477,-0.5513372284645573,1.159368648618662,0.06896493501291724,-1.5539156194371209,-0.35695864876539996,-0.5538799783639343,-1.7435556620061314,-0.8459464779233942
35000.0,15.98,850.76,64624.13,15.33,0.0,0.0,7.0,0.0,2891.26,42.7,13.0,60.0,D,D2,5.0,RENT,Verified,credit_card,0,1.644898326711539,0.6305779825008064,0.8897364178693181,-0.05203878158716597,0.05256006491651779,-0.4192923652956382,-0.8642547539304829,-0.9605734709800772,-0.35695864876539996,-0.4256139996287819,0.14362604090138587,-1.139807138140872
25000.0,5.09,472.81,23624.64,22.98,0.0,0.0,26.0,0.0,1378.23,72.9,34.0,60.0,A,A4,4.0,MORTGAGE,Verified,vacation,0,0.6255964976106627,-1.2731958925081084,-0.29912584939060766,-0.856708462387915,0.8849590368742158,-0.4192923652956382,-0.8642547539304829,1.2941266931566888,-0.35695864876539996,-0.5273535744723734,1.6553737180315458,0.9172174833814735
15000.0,4.0,442.86,92220.91,14.45,0.0,1.0,26.0,0.0,7357.4,31.9,27.0,36.0,A,A3,2.0,MORTGAGE,Not Verified,debt_consolidation,0,-0.3937053314902134,-1.4637480985466498,-0.393335202226789,0.4895848374804981,-0.043193019439400494,-0.4192923652956382,0.06896493501291724,1.2941266931566888,-0.35695864876539996,-0.12530059884230854,-0.3969989562180092,0.23154260954069156
40000.0,4.84,1195.96,15000.0,18.74,0.0,0.0,18.0,0.0,1092.17,50.5,23.0,36.0,A,A1,3.0,RENT,Source Verified,car,1,2.154549241261977,-1.3169005269206178,1.975581780108044,-1.025978526864848,0.42360326679570065,-0.4192923652956382,-0.8642547539304829,0.34477925562541895,-0.35695864876539996,-0.5465888988081484,0.5340774277098376,-0.16027160408261235
25000.0,14.02,854.68,142715.35,6.27,1.0,1.0,29.0,0.0,939.65,19.4,29.0,36.0,D,D5,8.0,RENT,Not Verified,debt_consolidation,0,0.6255964976106627,0.28793364870673166,0.9020669909283441,1.4806055774217164,-0.9332614626569128,1.159368648618662,0.06896493501291724,1.650131982230915,-0.35695864876539996,-0.5568446901375633,-1.022722332513605,0.4274497163523435
20000.0,11.23,656.95,40259.39,11.47,0.0,2.0,10.0,0.0,6076.23,53.3,21.0,36.0,C,C1,1.0,RENT,Not Verified,car,0,0.11594558306022466,-0.19981007133687442,0.2800965289484393,-0.5302293044105777,-0.36744778237194153,-0.4192923652956382,1.0021846239563175,-0.6045681819058509,-0.35695864876539996,-0.21144938049393747,0.6742394640000509,-0.3561787108942643
10000.0,16.13,243.87,16577.4,30.92,0.0,4.0,26.0,0.0,919.08,14.8,37.0,60.0,D,D5,6.0,RENT,Verified,debt_consolidation,0,-0.9033562460406516,0.6568007631483119,-1.0192690626899525,-0.9950199477582518,1.748913002540114,-0.4192923652956382,2.8686240018431177,1.2941266931566888,-0.35695864876539996,-0.5582278636731395,-1.2529885349903842,1.2110781435989513
10000.0,15.82,242.23,53558.34,26.95,0.0,1.0,10.0,0.0,6104.83,85.7,27.0,60.0,D,D2,7.0,MORTGAGE,Source Verified,debt_consolidation,1,-0.9033562460406516,0.6026070164768004,-1.024427771826892,-0.2692196710837944,1.316936019707165,-0.4192923652956382,0.06896493501291724,-0.6045681819058509,-0.35695864876539996,-0.2095262515139921,2.2961144553582358,0.23154260954069156
35000.0,17.1,1249.59,54818.12,6.81,0.0,0.0,1.0,0.0,28347.89,40.4,20.0,36.0,C,C5,5.0,MORTGAGE,Source Verified,wedding,1,1.644898326711539,0.8263747446688493,2.144277859994668,-0.24449480815308056,-0.8745038881657811,-0.4192923652956382,-0.8642547539304829,-1.6725840491285295,-0.35695864876539996,1.2861476396980107,0.028492939662996007,-0.4541322643000903
10000.0,10.48,324.93,51791.31,5.85,0.0,2.0,29.0,0.0,7622.46,22.5,40.0,36.0,C,C2,4.0,MORTGAGE,Not Verified,debt_consolidation,0,-0.9033562460406516,-0.330923974574403,-0.7642904269336631,-0.3038999918893787,-0.9789617983722374,-0.4192923652956382,1.0021846239563175,1.650131982230915,-0.35695864876539996,-0.1074773622190807,-0.8675429351922973,1.5049388038164293
5000.0,5.31,150.55,142316.5,5.84,0.0,3.0,16.0,0.0,10637.57,14.2,35.0,36.0,A,A1,6.0,OTHER,Source Verified,debt_consolidation,0,-1.4130071605910897,-1.2347358142251,-1.3128121947992164,1.4727776141424809,-0.9800499016035547,-0.4192923652956382,1.9354043128997176,0.10744239624260149,-0.35695864876539996,0.09526548458941693,-1.283023257052573,1.0151710367872995
10000.0,4.0,184.17,70729.31,20.12,0.0,1.0,9.0,0.0,9448.8,60.9,9.0,60.0,A,A4,9.0,RENT,Verified,debt_consolidation,0,-0.9033562460406516,-1.4637480985466498,-1.207058657491957,0.06778351966173049,0.5737615127174818,-0.4192923652956382,0.06896493501291724,-0.7232366115972596,-0.35695864876539996,0.015329888872996024,1.0546792767877733,-1.5316213517641761
15000.0,11.92,497.64,94585.73,2.03,0.0,2.0,17.0,0.0,591.64,21.3,19.0,36.0,C,C1,8.0,MORTGAGE,Not Verified,debt_consolidation,0,-0.3937053314902134,-0.07918528035834824,-0.22102173483560317,0.53599758443299,-1.3946172327354278,-0.4192923652956382,1.0021846239563175,0.22611082593401022,-0.35695864876539996,-0.5802456732253529,-0.9276123793166744,-0.5520858177059162
15000.0,11.98,498.07,45519.32,12.3,0.0,0.0,17.0,1.0,432.51,41.9,23.0,36.0,C,C2,4.0,MORTGAGE,Source Verified,debt_consolidation,0,-0.3937053314902134,-0.06869616809934585,-0.21966914646433244,-0.42699616189748096,-0.27713521417260956,-0.4192923652956382,-0.8642547539304829,0.22611082593401022,2.079619158506955,-0.59094593597286,0.10357974481846752,-0.16027160408261235
35000.0,13.77,1192.31,73049.99,23.19,0.0,1.0,26.0,0.0,7957.82,40.8,41.0,36.0,C,C1,4.0,NONE,Source Verified,other,0,1.644898326711539,0.24422901429422214,1.9641005067240016,0.11332996023552026,0.9078092047318782,-0.4192923652956382,0.06896493501291724,1.2941266931566888,-0.35695864876539996,-0.08492699387242081,0.04851608770445501,1.6028923572222553
15000.0,15.33,359.45,53038.18,7.38,0.0,1.0,11.0,1.0,10351.17,43.9,23.0,60.0,D,D1,2.0,OWN,Verified,debt_consolidation,1,-0.3937053314902134,0.5169459330282816,-0.6557058907097906,-0.2794285049294182,-0.8124820039806978,-0.4192923652956382,0.06896493501291724,-0.4858997522144422,2.079619158506955,0.076007297881153,0.20369548502576285,-0.16027160408261235
30000.0,12.21,999.44,64904.48,10.24,0.0,0.0,25.0,0.0,8167.32,55.6,41.0,36.0,C,C2,1.0,RENT,Verified,credit_card,1,1.135247412161101,-0.028487904439837026,1.3574174388938076,-0.046536538876037245,-0.5012844798239636,-0.4192923652956382,-0.8642547539304829,1.1754582634652802,-0.35695864876539996,-0.07083973788296097,0.7893725652384408,1.6028923572222553
20000.0,11.85,662.85,31864.69,3.33,0.0,0.0,17.0,0.0,6805.02,44.7,25.0,36.0,C,C3,6.0,OTHER,Source Verified,debt_consolidation,0,0.11594558306022466,-0.09142257799385095,0.29865529962401416,-0.6949864896686881,-1.2531638126641849,-0.4192923652956382,-0.8642547539304829,0.22611082593401022,-0.35695864876539996,-0.1624438850640642,0.24374178110868122,0.03563550272903961
20000.0,10.4,428.89,136454.38,9.17,0.0,2.0,25.0,0.0,2303.58,13.3,39.0,60.0,C,C4,2.0,OWN,Source Verified,debt_consolidation,1,0.11594558306022466,-0.344909457586406,-0.4372785965213285,1.357725689613281,-0.6177115255749096,-0.4192923652956382,1.0021846239563175,1.1754582634652802,-0.35695864876539996,-0.46513093805305755,-1.3280753401458558,1.4069852504106033
10000.0,8.02,202.86,57116.8,30.72,0.0,3.0,13.0,0.0,7570.81,43.5,23.0,60.0,B,B2,6.0,MORTGAGE,Verified,credit_card,1,-0.9033562460406516,-0.7609775771934968,-1.1482682466569576,-0.19938014692526854,1.7271509379137688,-0.4192923652956382,1.9354043128997176,-0.24856289283162472,-0.35695864876539996,-0.11095042556922674,0.18367233698430385,-0.16027160408261235
